sent,source,effective,expires,senderName,headline,description,instruction,web,alert_title,severity_level,alert_disease,areaDesc,areaDesc_EN,circle,ISO3166,areaDetail,ISO3166_2
"2019-05-15T09:10:48+08:00","CDC","2019-05-15T09:10:48+08:00","2019-08-15T09:10:48+08:00","疾病管制署","美國-百日咳","美國蒙大拿州米蘇拉郡(Missoula)多所學校發生疫情，迄今累計96例確診，並監測約2,000名密切接觸者。當局除持續進行疫調，並緊急召募護理人員，以因應本次疫情。","","https://www.cdc.gov.tw/TravelEpidemic/Detail/G3PSay_dafdAwjsYNm3CCA?epidemicId=-raZK6jtEBQydSONsBYAUg","國際重要疫情資訊","","百日咳","美國","USA","38.82,-100.54","US","",""
"2019-05-14T10:36:53+08:00","CDC","2019-05-14T10:36:53+08:00","2019-08-14T10:36:53+08:00","疾病管制署","尼日-小兒麻痺症","全球小兒麻痺症根除倡議組織(GPEI)公布上週疫情統計，尼日新增1例cVDPV2之健康接觸者。","","https://www.cdc.gov.tw/TravelEpidemic/Detail/G3PSay_dafdAwjsYNm3CCA?epidemicId=-yqUUptRYO1aISe01gmfXw","國際重要疫情資訊","","小兒麻痺症/急性無力肢體麻痺","尼日","Niger","17.35,9.14","NE","",""
"2019-05-14T10:31:32+08:00","CDC","2019-05-14T10:31:32+08:00","2019-08-14T10:31:32+08:00","疾病管制署","巴基斯坦-小兒麻痺症","全球小兒麻痺症根除倡議組織(GPEI)公布上週疫情統計，巴基斯坦新增3例WPV1個案，4/2-4/19間發病，今年累計病例11例。","提醒遵守當地的一般預防措施","https://www.cdc.gov.tw/TravelEpidemic/Detail/G3PSay_dafdAwjsYNm3CCA?epidemicId=bfK8_bsW__2il7M4TfocbQ","國際重要疫情資訊","第一級:注意(Watch)","小兒麻痺症/急性無力肢體麻痺","巴基斯坦","Pakistan","29.95,69.47","PK","",""
"2019-05-14T10:29:37+08:00","CDC","2019-05-14T10:29:37+08:00","2019-08-14T10:29:37+08:00","疾病管制署","菲律賓-登革熱","WHO於5/9公布菲律賓第16週(4/14-4/20)新增報告786例；該國今年截至4/20累計約67,000例，其中277例死亡，病例數約為去年同期(35,247例、193例死亡) 2倍。該國疫情自去年年中開始延續至今，今年於第2週達高峰後持續下降。當局持續宣導病媒蚊控制策略。","提醒遵守當地的一般預防措施","https://www.cdc.gov.tw/TravelEpidemic/Detail/G3PSay_dafdAwjsYNm3CCA?epidemicId=8ellwgdlJMoYgf4C-zvBMQ","國際重要疫情資訊","第一級:注意(Watch)","登革熱","菲律賓","Philippines","12.42,122.82","PH","",""
"2019-05-14T10:17:48+08:00","CDC","2019-05-14T10:17:48+08:00","2019-08-14T10:17:48+08:00","疾病管制署","紐西蘭-沙門氏菌","據報導，紐西蘭GSF Fresh New Zealand公司旗下生菜產品受到汙染，自去年12/23至今年4/1累計67例確診及2例疑似病例，17例住院，無死亡案例，病例中逾6成為女性。該公司苜蓿芽產品疑似受到汙染，已全面召回保存期限介於3/31-4/4之產品；當局呼籲將苜蓿芽煮熟為最安全的食用方法。","","https://www.cdc.gov.tw/TravelEpidemic/Detail/G3PSay_dafdAwjsYNm3CCA?epidemicId=-NrNqxNLOhQ9DvY6VdHCtA","國際重要疫情資訊","","沙門氏菌感染症","紐西蘭","New Zealand","-42.22,172.17","NZ","",""
"2019-05-14T10:14:20+08:00","CDC","2019-05-14T10:14:20+08:00","2019-08-14T10:14:20+08:00","疾病管制署","葉門-霍亂","WHO於5/12公布葉門第18週(4/29-5/5)新增報告逾18,000例疑似病例，其中13例死亡，15%屬重症。自去年1/1至今年4/28共22行政區(全國23區)累計近67萬例疑似病例，其中1,081例死亡，病例中約20%為5歲以下兒童。該國自今年第8週疫情開始上升，於第14週達高峰後，近幾週新增病例數已開始下降。","提醒遵守當地的一般預防措施","https://www.cdc.gov.tw/TravelEpidemic/Detail/G3PSay_dafdAwjsYNm3CCA?epidemicId=3zV4jTNv9cOxr7GKbSj-eg","國際重要疫情資訊","第一級:注意(Watch)","霍亂","葉門","Yemen","15.94,47.52","YE","",""
"2019-05-13T11:57:53+08:00","CDC","2019-05-13T11:57:53+08:00","2019-08-13T11:57:53+08:00","疾病管制署","日本-腸病毒","日本疫情連續3週上升，第17週定醫點新增報告1,746例，較上週高出500例，今年至4/28累計逾1萬例，病例主要分布以大阪府1,370例為多，其次為宮崎縣725例。該國往年疫情流行期為夏季，並在7月達高峰，專家指出由於黃金週後病例大幅增加，預測今年疫情可能較去年嚴重。","","https://www.cdc.gov.tw/TravelEpidemic/Detail/G3PSay_dafdAwjsYNm3CCA?epidemicId=aMkz-7Pwzw62kI32_WFSrQ","國際重要疫情資訊","","腸病毒感染併發重症","日本","Japan","34.30,138.51","JP","",""
"2019-05-13T11:55:58+08:00","CDC","2019-05-13T11:55:58+08:00","2019-08-13T11:55:58+08:00","疾病管制署","韓國-流感","南韓本流感季第二波流行疫情下降，第18週ILI門診就診千分比為23.9，低於近期最高值44.2(第16週)，惟仍為近5個流感季以來同期最高。近4週陽性檢體病毒分型以B型(89.3%)為主，其次為H3N2(10.5%)。","","https://www.cdc.gov.tw/TravelEpidemic/Detail/G3PSay_dafdAwjsYNm3CCA?epidemicId=9NhPkzROlXdNvzITOccKPA","國際重要疫情資訊","","流感併發重症","韓國","Korea(South Korea)","36.49,127.88","KR","",""
"2019-05-13T11:54:09+08:00","CDC","2019-05-13T11:54:09+08:00","2019-08-13T11:54:09+08:00","疾病管制署","韓國-麻疹","南韓疫情近4週持續下降；第18週(4/28-5/4)新增確診3例，皆屬境外移入，今年至第18週累計152例確診，為2015年來同期最高。","","https://www.cdc.gov.tw/TravelEpidemic/Detail/G3PSay_dafdAwjsYNm3CCA?epidemicId=b9h7ziVk_K3ta-a13FdV_w","國際重要疫情資訊","","麻疹","韓國","Korea(South Korea)","36.49,127.88","KR","",""
"2019-05-13T11:53:03+08:00","CDC","2019-05-13T11:53:03+08:00","2019-08-13T11:53:03+08:00","疾病管制署","日本-麻疹","日本疫情持續，第17週(4/22-4/28)新增報告21例，與前2週每週新增20-23例相當，且以東京都7例為多；今年至第17週累計報告450例，為2009年以來同期最高；分布以大阪府135例為多，其次為東京都60例及三重縣54例，逾5成為20-39歲。","提醒遵守當地的一般預防措施","https://www.cdc.gov.tw/TravelEpidemic/Detail/G3PSay_dafdAwjsYNm3CCA?epidemicId=WpHtvDjbw6o-zVD5gIx-5g","國際重要疫情資訊","第一級:注意(Watch)","麻疹","日本","Japan","34.30,138.51","JP","",""
"2019-05-13T11:52:09+08:00","CDC","2019-05-13T11:52:09+08:00","2019-08-13T11:52:09+08:00","疾病管制署","日本-傳染性紅斑症","日本連續3週新增病例上升後，第17週小幅下降，4/22-4/28定醫點報告新增近2,500例，為近五年同期最高；該國今年至4/28累計近3萬5千例，分布以東京都3,834例為多，其次為埼玉縣2,788例及神奈川縣2,406例。","","https://www.cdc.gov.tw/TravelEpidemic/Detail/G3PSay_dafdAwjsYNm3CCA?epidemicId=QMGzmGDIBHRvl_btW7UzHQ","國際重要疫情資訊","","","日本","Japan","34.30,138.51","JP","",""
"2019-05-13T11:47:24+08:00","CDC","2019-05-13T11:47:24+08:00","2019-08-13T11:47:24+08:00","疾病管制署","新加坡-猴痘","WHO於5/11公布新加坡1例自奈及利亞境外移入病例，個案於4/28抵達新加坡，4/30出現發燒、肌肉痛及皮疹等症狀，5/8檢驗陽性，目前已隔離治療且病情穩定，疑因曾在奈及利亞食用野生動物肉品所致。當局持續追蹤密切接觸者23名，其中22名已採隔離措施，另1名於本案發病前已離境，迄今暫無疑似症狀。WHO表示新加坡針對該國首例病例採取包括隔離、接觸者追蹤及檢疫等適當防疫措施，該國傳播風險為低。","","https://www.cdc.gov.tw/TravelEpidemic/Detail/G3PSay_dafdAwjsYNm3CCA?epidemicId=OqutbfXzlPCn80jw4Gl_bA","國際重要疫情資訊","","","新加坡","Singapore","1.27,103.89","SG","",""
"2019-05-13T11:41:28+08:00","CDC","2019-05-13T11:41:28+08:00","2019-08-13T11:41:28+08:00","疾病管制署","法屬馬約特島-裂谷熱","WHO於5/10公布法屬馬約特島2011年以來首次本土傳播疫情(前已掌握)，自2018/11至今年4/26累計126例個案及109例動物感染(86例為牛、23例為小型反芻動物)，主要分布於該島中部及西北部。該島已禁止銷售未經處理之牛奶及出口動物、生肉及牛奶，疫情因此下降，近一周僅通報1例個案，無新增動物感染。WHO評估該島正值齋戒月，恐因非法牛隻進口增加而致疫情回升，呼籲落實感控及防蚊措施、避免接觸受汙染動物及其製品，並建立動物健康主動監測系統。","","https://www.cdc.gov.tw/TravelEpidemic/Detail/G3PSay_dafdAwjsYNm3CCA?epidemicId=I3cbF3yfb19Yt0QpnjV_BQ","國際重要疫情資訊","","裂谷熱","法屬馬約特島","Mayotte","-12.795,45.153","YT","",""
"2019-05-13T11:40:01+08:00","CDC","2019-05-13T11:40:01+08:00","2019-08-13T11:40:01+08:00","疾病管制署","沙烏地阿拉伯-中東呼吸症候群冠狀病毒感染症","WHO於5/9公布沙烏地阿拉伯疫情，4/9-4/30新增報告9例(2例死亡)，其中5例為前次公布病例之接觸者，分屬3件群聚案，另有2例於發病前曾接觸駱駝和生飲駱駝奶。WHO評估目前全球風險不變，2012-2019/4/30全球累計2,428例確診，其中838例死亡。","對當地採取加強防護","https://www.cdc.gov.tw/TravelEpidemic/Detail/G3PSay_dafdAwjsYNm3CCA?epidemicId=plgOsxW5IPxlT_E2A2Pl6g","國際重要疫情資訊","第二級:警示(Alert)","中東呼吸症候群冠狀病毒感染症","沙烏地阿拉伯","Saudi Arabia","24.20,44.73","SA","",""
"2019-05-13T11:26:29+08:00","CDC","2019-05-13T11:26:29+08:00","2019-08-13T11:26:29+08:00","疾病管制署","委內瑞拉-瘧疾","WHO於5/10公布委內瑞拉疫情，自2000年起報告數逐年增加，2016至2018年分別約為24萬、41.1萬及40.4萬例，為全球病例數增加最快速的國家。近年疫情持續，且境內感染地區擴大，WHO表示可能與淘金人口遷移及抗藥性瘧蚊增加/擴散等有關，建議該國應有全面性預防措施、強化監測，並提升診斷治療時效。WHO評估疫情傳播至鄰國風險高，呼籲各國應確保診治品質並儲備瘧疾用藥。","","https://www.cdc.gov.tw/TravelEpidemic/Detail/G3PSay_dafdAwjsYNm3CCA?epidemicId=Gx4senANwWmAEXAo867AWw","國際重要疫情資訊","","瘧疾","委內瑞拉","Venezuela","7.10,-64.95","VE","",""
"2019-05-10T09:43:43+08:00","CDC","2019-05-10T09:43:43+08:00","2019-08-10T09:43:43+08:00","疾病管制署","美國-耳念珠菌感染","美國洛杉磯郡公布於南加州醫療機構首次發現多起病例，衛生部及地方公共衛生機構已密切監測疫情，並發布諮詢報告；該國今年截至3/31累計報告613例確診，病例主要分布於紐約市區，紐澤西州與芝加哥地區。","","https://www.cdc.gov.tw/TravelEpidemic/Detail/G3PSay_dafdAwjsYNm3CCA?epidemicId=hdRxg4IT23fqgZpy4A46sA","國際重要疫情資訊","","","美國","USA","38.82,-100.54","US","",""
"2019-05-10T09:42:44+08:00","CDC","2019-05-10T09:42:44+08:00","2019-08-10T09:42:44+08:00","疾病管制署","馬爾地夫-屈公病","馬爾地夫疫情上升，今年截至4月累計報告839例，高於2016-2018年同期，當局已啟動病媒控制計畫。","","https://www.cdc.gov.tw/TravelEpidemic/Detail/G3PSay_dafdAwjsYNm3CCA?epidemicId=9V57uUmmfIqlShdKTvdBcg","國際重要疫情資訊","","屈公病","馬爾地夫","Maldives","-0.65,72.64","MV","",""
"2019-05-10T09:41:20+08:00","CDC","2019-05-10T09:41:20+08:00","2019-08-10T09:41:20+08:00","疾病管制署","馬爾地夫-登革熱","馬爾地夫疫情持續，1-4月份病例數為422-518例，今年截至5月初累計報告逾1,900例，高於2016-2018年同期。","","https://www.cdc.gov.tw/TravelEpidemic/Detail/G3PSay_dafdAwjsYNm3CCA?epidemicId=59LzWH8X8H83sy3Poo9KVg","國際重要疫情資訊","","登革熱","馬爾地夫","Maldives","-0.65,72.64","MV","",""
"2019-05-10T09:37:47+08:00","CDC","2019-05-10T09:37:47+08:00","2019-08-10T09:37:47+08:00","疾病管制署","澳門-流感","澳門近期B型流感病毒活動度上升，第18週成人與兒童之類流感就診人次比率分別為7.2%及22.3%，為自第8週降至低點後持續上升，其中兒童就診比率接近年初之高峰。另檢體陽性率為36.4%，亦較前4週明顯上升，病毒型別以B型(65%)為主，其次為H3N2(30%)及H1N1(5%)。當局評估B型流感病毒對兒童影響較大。","","https://www.cdc.gov.tw/TravelEpidemic/Detail/G3PSay_dafdAwjsYNm3CCA?epidemicId=paYl0KSmxl9UamStri-UCw","國際重要疫情資訊","","流感併發重症","","","","","",""
"2019-05-10T09:36:56+08:00","CDC","2019-05-10T09:36:56+08:00","2019-08-10T09:36:56+08:00","疾病管制署","澳洲-流感","澳洲疫情上升，今年迄今累計近4萬例確診，為往年同期平均的3倍，疑似與社區免疫力下降及同時流行H1N1及H3有關，專家預測今年將有200萬人感染、4,000人死亡；該國2018年全年累計近6萬例確診，近10年來以2017年約25萬例確診最為嚴重。另西澳4月新增近500例，亦為去年同期3倍，當局表示已備妥充足疫苗，並呼籲民眾應儘速接種。","","https://www.cdc.gov.tw/TravelEpidemic/Detail/G3PSay_dafdAwjsYNm3CCA?epidemicId=WSpmAL2YUIJIXnZC0O_C_A","國際重要疫情資訊","","流感併發重症","澳大利亞","Australia","-25.00,134.64","AU","",""
"2019-05-10T09:27:27+08:00","CDC","2019-05-10T09:27:27+08:00","2019-08-10T09:27:27+08:00","疾病管制署","西太平洋地區-麻疹","WHO於5/7更新西太平洋區域(WPR)疫情，報告指出今年病例異常增加，除菲律賓等麻疹流行國家仍持續爆發疫情外，境外移入病例使部分已消除麻疹之國家亦發生疫情。該區目前有9個被認證為麻疹消除國家/地區，包含澳洲、汶萊、柬埔寨、香港、日本、澳門、紐西蘭、韓國以及新加坡。部分國家/地區疫情如下：  中國大陸今年截至3月累計601例，且3月病例數較1、2月平均病例高出百例；該國於2018年累計約4,000例確診，於WPR中僅次於菲律賓，主要基因型為H1。 澳門今年截至4/8累計32例，14例境外移入，及18例為境外移入相關病例，其中有10例為發生群聚案之兩間醫院的醫務人員。  ","","https://www.cdc.gov.tw/TravelEpidemic/Detail/G3PSay_dafdAwjsYNm3CCA?epidemicId=G0LH3lPxPC9NjZ0TAkCTZQ","國際重要疫情資訊","","麻疹","澳大利亞,汶萊,柬埔寨,香港特別行政區,日本,韓國,澳門特別行政區,紐西蘭,新加坡","Australia,Brunei Darussalam,Cambodia,Hong Kong SAR,Japan,Korea(South Korea),Macau SAR,New Zealand,Singapore","-25.00,134.64","AU,BN,KH,HK,JP,KR,MO,NZ,SG","",""
"2019-05-09T11:24:22+08:00","CDC","2019-05-09T11:24:22+08:00","2019-08-09T11:24:22+08:00","疾病管制署","美國-人畜共通傳染病","美國CDC、農業部(USDA)及內政部(DOI)首次利用One Health系統進行評量後，共同發表該國8項最受關注之人畜共通傳染病，依序為新型流感、沙門氏菌感染症、西尼羅熱、鼠疫、新型冠狀病毒(如SARS、MERS)、狂犬病、布氏桿菌病及萊姆病。目前傳染病患中，6成屬人畜共通傳染病，該國未來亦將在One Health架構下，於人類、動物及環境面共同進行防治。","","https://www.cdc.gov.tw/TravelEpidemic/Detail/G3PSay_dafdAwjsYNm3CCA?epidemicId=PAcrBV2BTmenM8JZaJI7Hg","國際重要疫情資訊","","鼠疫,西尼羅熱,萊姆病,沙門氏菌感染症,布氏桿菌病,新型A型流感,中東呼吸症候群冠狀病毒感染症,嚴重急性呼吸道症候群,狂犬病","美國","USA","38.82,-100.54","US","",""
"2019-05-09T11:23:14+08:00","CDC","2019-05-09T11:23:14+08:00","2019-08-09T11:23:14+08:00","疾病管制署","巴西-狂犬病","巴西聖塔卡塔林那州(Santa Catarina) 報告近40年來首例且死亡案例，個案為58歲婦女，無動物暴露史的相關資訊。該州近一次犬貓感染發生於2016年。當局呼籲針對所有犬貓進行疫苗接種。","","https://www.cdc.gov.tw/TravelEpidemic/Detail/G3PSay_dafdAwjsYNm3CCA?epidemicId=qvrtHZhuHesOAX6p_IN8pQ","國際重要疫情資訊","","狂犬病","","","","","",""
"2019-05-09T11:17:57+08:00","CDC","2019-05-09T11:17:57+08:00","2019-08-09T11:17:57+08:00","疾病管制署","尼泊爾-H5N1流感","WHO於5/8公布尼泊爾首例(前已掌握)，21歲男性，3月29日死亡。自2003年以來全球累計861例，其中455例死亡，病例以埃及為多。WHO評估未來仍可能發生病例，惟該病毒不易人傳人，造成社區傳播可能性低，評估目前全球風險不變。","","https://www.cdc.gov.tw/TravelEpidemic/Detail/G3PSay_dafdAwjsYNm3CCA?epidemicId=I5vff9qUB3bQk1D_Ro3tJQ","國際重要疫情資訊","","流感併發重症","尼泊爾","Nepal","28.30,84.00","NP","",""
"2019-05-08T10:56:20+08:00","CDC","2019-05-08T10:56:20+08:00","2019-08-08T10:56:20+08:00","疾病管制署","美國-急性無力脊髓炎","美國5/6更新病例數，近1個月新增5例確診，其中2例為去年通報，使2018年累計41州確診230例，以德州31例為多；2019年累計7州確診7例。該國疫情自去年8月上升，9月達高峰(80餘例確診)後持續下降。","","https://www.cdc.gov.tw/TravelEpidemic/Detail/G3PSay_dafdAwjsYNm3CCA?epidemicId=09ilOKrhedbf2Ge_-7-PvA","國際重要疫情資訊","","小兒麻痺症/急性無力肢體麻痺","美國","USA","38.82,-100.54","US","",""
"2019-05-08T10:53:43+08:00","CDC","2019-05-08T10:53:43+08:00","2019-08-08T10:53:43+08:00","疾病管制署","美國-A型肝炎","美國疫情持續；佛羅里達州衛生部公布近一週新增85例，為自2018年疫情爆發以來單週最高，該州今年截至5/4累計1,037例，已高於去年全年548例，並為近5年來最高。另田納西州、印第安那州及肯塔基州疫情持續，平均一週分別新增38例、31例及25例。","","https://www.cdc.gov.tw/TravelEpidemic/Detail/G3PSay_dafdAwjsYNm3CCA?epidemicId=XrjgWHcZlJKJCh76Q0Hihg","國際重要疫情資訊","","急性病毒性A型肝炎","美國","USA","38.82,-100.54","US","",""
"2019-05-08T10:52:31+08:00","CDC","2019-05-08T10:52:31+08:00","2019-08-08T10:52:31+08:00","疾病管制署","馬達加斯加-麻疹","馬達加斯加疫情持續下降，今年截至4/21累計近14萬例疑似病例，其中902例死亡。","提醒遵守當地的一般預防措施","https://www.cdc.gov.tw/TravelEpidemic/Detail/G3PSay_dafdAwjsYNm3CCA?epidemicId=PUxb0WyuUTOYoelRLUzWBQ","國際重要疫情資訊","第一級:注意(Watch)","麻疹","馬達加斯加","Madagascar","-21.16,46.09","MG","",""
"2019-05-08T10:50:29+08:00","CDC","2019-05-08T10:50:29+08:00","2019-08-08T10:50:29+08:00","疾病管制署","烏克蘭-麻疹","烏克蘭疫情持續，上週新增約1,400例，今年迄今累計逾45,000例，其中17例死亡；自2017年中以來，該國逾10萬人受到感染，其中38例死亡。另歐洲麻疹及德國麻疹消除認證委員會(RVC)將於今年6月審查各國截至2018年之麻疹及德國麻疹消除情形。","提醒遵守當地的一般預防措施","https://www.cdc.gov.tw/TravelEpidemic/Detail/G3PSay_dafdAwjsYNm3CCA?epidemicId=lb04nW5KUsoxKO6wI_tVGQ","國際重要疫情資訊","第一級:注意(Watch)","麻疹","烏克蘭","Ukraine","48.57,31.28","UA","",""
"2019-05-08T10:48:50+08:00","CDC","2019-05-08T10:48:50+08:00","2019-08-08T10:48:50+08:00","疾病管制署","美國-麻疹","美國疫情持續，CDC於5/6公布近一週新增60例，今年截至5/3累計23州報告764例確診，為該國自1994年以來最高病例數，病例主要集中於紐約州布魯克林及皇后區(共410例)；另華盛頓州近六週無新增病例，該州宣布此波疫情即將結束。CDC已呼籲民眾儘速為6歲以下幼童接種疫苗。","","https://www.cdc.gov.tw/TravelEpidemic/Detail/G3PSay_dafdAwjsYNm3CCA?epidemicId=xck7ydYkfQULBvwoSkFTFA","國際重要疫情資訊","","麻疹","美國","USA","38.82,-100.54","US","",""
"2019-05-07T10:55:44+08:00","CDC","2019-05-07T10:55:44+08:00","2019-08-07T10:55:44+08:00","疾病管制署","全球-小兒麻痺症","全球小兒麻痺症根除倡議組織(GPEI)公布上週疫情統計，阿富汗及巴基斯坦分別新增1例及2例WPV1個案，於4/2-4/4發病，今年累計病例數分別為7 例及8例；巴基斯坦新增11件WPV1陽性環境檢體，奈及利亞新增1件cVDPV2陽性環境檢體。另該組織自4/30開始推動Polio Endgame戰略(2019-2023)。","提醒遵守當地的一般預防措施","https://www.cdc.gov.tw/TravelEpidemic/Detail/G3PSay_dafdAwjsYNm3CCA?epidemicId=tA6RHWrTKhDW7fhDKX2qXg","國際重要疫情資訊","第一級:注意(Watch)","小兒麻痺症/急性無力肢體麻痺","阿富汗,奈及利亞,巴基斯坦","Afghanistan,Nigeria,Pakistan","33.90,66.04","AF,NG,PK","",""
"2019-05-07T10:53:03+08:00","CDC","2019-05-07T10:53:03+08:00","2019-08-07T10:53:03+08:00","疾病管制署","匈牙利-炭疽病","匈牙利衛生部公布近期新增報告4例，其中1例已確診，為近6年來該國首例，病例分布於該國東部貝凱什(Békés)及南部巴奇基什孔(Bács-Kiskun)，當局已提供30名疑似接觸者預防性抗生素治療。","","https://www.cdc.gov.tw/TravelEpidemic/Detail/G3PSay_dafdAwjsYNm3CCA?epidemicId=Tu_PVdXhmkFWbG21TwISzg","國際重要疫情資訊","","炭疽病","匈牙利","Hungary","46.58,19.81","HU","",""
"2019-05-07T10:51:00+08:00","CDC","2019-05-07T10:51:00+08:00","2019-08-07T10:51:00+08:00","疾病管制署","紐西蘭-麻疹","紐西蘭疫情上升，今年截至第18週累計99例確診，其中39例住院，逾9成病例未曾或未完整接種疫苗，病例分布以南島坎特伯里(Canterbury)39例為多，其次為北島懷特瑪塔(Waitemata)22例。該國近10年最大疫情為2011年599例確診。","","https://www.cdc.gov.tw/TravelEpidemic/Detail/G3PSay_dafdAwjsYNm3CCA?epidemicId=oqLELmKQIK1qijNEnohyJg","國際重要疫情資訊","","麻疹","紐西蘭","New Zealand","-42.22,172.17","NZ","",""
"2019-05-07T10:48:54+08:00","CDC","2019-05-07T10:48:54+08:00","2019-08-07T10:48:54+08:00","疾病管制署","越南-麻疹","越南疫情持續，4/15-4/18新增約1,000例疑似病例，今年至4/18累計逾16,000例疑似病例，其中約2,200例確診，2例死亡。疫情主因為多數個案未接種疫苗。","提醒遵守當地的一般預防措施","https://www.cdc.gov.tw/TravelEpidemic/Detail/G3PSay_dafdAwjsYNm3CCA?epidemicId=IqAb3RxdAuFeYO2pTf5FWg","國際重要疫情資訊","第一級:注意(Watch)","麻疹","越南","Vietnam","14.68,108.10","VN","",""
"2019-05-06T12:05:43+08:00","CDC","2019-05-06T12:05:43+08:00","2019-08-06T12:05:43+08:00","疾病管制署","日本-德國麻疹","日本近一個月疫情下降，今年第15週(4/8-4/14)新增64例；今年至第15週累計1,276例，病例分布以東京都401例為多，其次為神奈川縣161例，病例主要為40-49歲男性及20-39歲女性，男性為女性的3.8倍，逾9成未接種疫苗或接種史不明。  ","提醒遵守當地的一般預防措施","https://www.cdc.gov.tw/TravelEpidemic/Detail/G3PSay_dafdAwjsYNm3CCA?epidemicId=gcnqs1TBRTrDLqVJ3QMRHw","國際重要疫情資訊","第一級:注意(Watch)","德國麻疹","日本","Japan","34.30,138.51","JP","",""
"2019-05-06T12:03:17+08:00","CDC","2019-05-06T12:03:17+08:00","2019-08-06T12:03:17+08:00","疾病管制署","日本-麻疹","日本第15週(4/8-4/14)新增報告21例，高於前一週11例，今年至第15週累計報告406例，為2009年以來同期最高，分布以大阪府為多，其次為三重縣及東京都，5成為20-39歲。","提醒遵守當地的一般預防措施","https://www.cdc.gov.tw/TravelEpidemic/Detail/G3PSay_dafdAwjsYNm3CCA?epidemicId=LD8NjvKS1F4WFD-4UxVtRw","國際重要疫情資訊","第一級:注意(Watch)","麻疹","日本","Japan","34.30,138.51","JP","",""
"2019-05-06T11:08:44+08:00","CDC","2019-05-06T11:08:44+08:00","2019-08-06T11:08:44+08:00","疾病管制署","蒙古-鼠疫","蒙古爆發疫情，迄今2例確診，為居住於該國西部烏列蓋市(Ulgii)的夫妻，2個案已分別於4/27及4/30死亡，初步調查係因獵捕及食用土撥鼠而受感染。當局已進行接觸者調查及相關隔離措施，並於首都實施對來自該地區的航班隔離檢疫，同時關閉通往鄰國俄羅斯的邊境，限制入出國境，另呼籲民眾避免接觸、處理及食用土撥鼠，與接種鼠疫疫苗。","","https://www.cdc.gov.tw/TravelEpidemic/Detail/G3PSay_dafdAwjsYNm3CCA?epidemicId=T2HDZr6q5cgHe-yuSk0_rA","國際重要疫情資訊","","鼠疫","蒙古","Mongolia","46.92,102.83","MN","",""
"2019-05-06T11:07:31+08:00","CDC","2019-05-06T11:07:31+08:00","2019-08-06T11:07:31+08:00","疾病管制署","美國-抗藥性沙門氏菌","WHO於5/3發布美國近期azithromycin-nonsusceptibility Salmonella Newport疫情上升，該國2017年以前未曾檢出此抗藥菌株，2018/6/1-2019/4/15已累積超過250例，其中約40%個案於發病前一週有墨西哥旅遊史，墨西哥當局常規監測則尚未發現相關感染個案。WHO初步評估感染源為受汙染的起司或牛肉，並指出此抗藥性恐導致治療失效，呼籲及早進行抗藥性微生物監測、謹慎使用抗生素及持續辦理疫情調查等相關防治措施。","","https://www.cdc.gov.tw/TravelEpidemic/Detail/G3PSay_dafdAwjsYNm3CCA?epidemicId=NDZUrmwRLDsM2uI7-KZ3FA","國際重要疫情資訊","","沙門氏菌感染症","美國","USA","38.82,-100.54","US","",""
"2019-05-06T11:05:35+08:00","CDC","2019-05-06T11:05:35+08:00","2019-08-06T11:05:35+08:00","疾病管制署","秘魯、厄瓜多-Mayaro病毒感染","WHO於5/3公布秘魯今年迄今確診2例，分別位於中南部阿雅庫喬區(Ayacucho)及南部庫斯科區(Cusco)；該國去年累計報告35例。另厄瓜多確診5例，來自於該國西部4個區域，各區相距皆超過300公里。多數病患曾暴露於有病媒蚊棲息之熱帶雨林地區。WHO建議落實及強化監測，並提醒醫療照護人員提高警覺。","","https://www.cdc.gov.tw/TravelEpidemic/Detail/G3PSay_dafdAwjsYNm3CCA?epidemicId=pYp8V7mloGIzOgVeVdyGYw","國際重要疫情資訊","","","厄瓜多,秘魯","Ecuador,Peru","-1.439,-78.442","EC,PE","",""
"2019-05-06T11:03:38+08:00","CDC","2019-05-06T11:03:38+08:00","2019-08-06T11:03:38+08:00","疾病管制署","剛果共和國-屈公病","剛果共和國今年截至4/14累計逾6,000例疑似病例，173例經檢測，有61例確診，為該國2011年來第2次爆發疫情。WHO表示囿於該國監測系統之檢測能力，病例數可能低估，另疫情爆發主因可能與病媒控制不當有關。WHO於5/1評估該國國內及區域傳播風險為中等，國際為低。","","https://www.cdc.gov.tw/TravelEpidemic/Detail/G3PSay_dafdAwjsYNm3CCA?epidemicId=2cQFUsoXgW6bZU5VpDEwlA","國際重要疫情資訊","","屈公病","剛果共和國","Congo,Republic of the","-0.17,15.55","CG","",""
"2019-05-06T11:02:23+08:00","CDC","2019-05-06T11:02:23+08:00","2019-08-06T11:02:23+08:00","疾病管制署","新加坡-登革熱","新加坡近1個月疫情上升，第17週(4/21-4/27)新增報告161例，今年截至第17週累計報告2,700餘例，高於2017及2018年同期(約890及790例)。","提醒遵守當地的一般預防措施","https://www.cdc.gov.tw/TravelEpidemic/Detail/G3PSay_dafdAwjsYNm3CCA?epidemicId=xfLK4jLMSJc8HIy6m983kw","國際重要疫情資訊","第一級:注意(Watch)","登革熱","新加坡","Singapore","1.27,103.89","SG","",""
